residual_GRU
1.4333162
1.355073
0.38153458
-0.5812826
-1.4641342
-1.8104858
-0.8497791
0.5181999
2.0622854
0.040924072
-0.8946972
0.021316528
-0.34539986
-0.41732693
0.5793457
1.065422
-0.57046795
-0.5497999
-1.0095997
-0.64516735
0.5797653
-0.16105366
0.8272934
0.57261944
0.3055563
0.33798218
0.01794815
-1.363841
-0.44362164
1.1092033
0.15972137
-0.29174995
0.119627
-1.183753
-1.7266951
-1.1355581
1.4930105
1.9126301
1.7174368
1.6557102
0.15471458
0.41084766
0.072740555
1.1203613
-0.79482555
0.02474308
-0.038181305
-0.9352608
-1.8554621
-0.34789467
0.14494419
-1.0017405
-1.0382233
-1.0103836
0.76496696
-0.04108095
-0.08344936
-0.4304204
0.56863976
-1.6569152
-1.3773127
-1.224091
0.5299134
1.5063848
1.2805338
0.3667612
-1.0655422
-2.0564032
-0.22218943
0.6419873
0.96780205
1.481432
1.5102682
-0.67721176
-1.7786188
-2.2408633
-0.0364151
-0.061429977
-1.3381925
-0.01778555
0.40385008
-0.03270197
-1.1223373
-0.6139574
-1.0478635
0.85250044
-0.064480305
0.25883007
-0.6347432
0.25732756
-0.13577223
-0.22636175
0.39281416
-0.30845642
0.56914425
-1.2648873
-0.7332845
-0.15660334
0.06852245
-0.9786086
0.8357525
0.3463192
-0.63193226
0.8883681
-0.8159795
-1.6935315
-0.49442673
-0.7022948
-1.0667992
0.41797018
0.42476702
-1.4920297
-0.9768853
0.03783369
-1.0297532
-0.49128103
-0.36157703
