residual_HW
-0.15156142051950106
-0.3898422153211367
0.9570883522591753
2.6489435170306646
4.17385805021941
5.086580289387575
5.334069781544953
3.8749336360158324
2.072134359141553
1.5351846706467782
2.1861479592484354
3.69274251408231
2.616521764422691
1.8619509356405892
2.2358063962631736
0.8878382882155424
-0.4371173822043346
0.6333262852975974
1.318820206907649
-0.046055728975627375
0.09835779910076425
-0.27481548881138984
-0.799853977908743
-0.48372148141977966
-0.20312284159334126
0.746712887217651
1.250991425009241
1.883356268371978
2.510740651100546
2.397164012970846
0.5092209272283696
0.47279166561035524
1.145866941903332
0.8151982508342659
0.360868910056352
1.19085202175523
0.08386175746158564
-1.3946810622384387
-2.485201805711311
-0.6379102921882449
0.8215650377179902
1.934959647017184
4.020642308825881
4.426115152888727
4.746673482877638
5.091408209680392
6.450729251018634
4.935888708978691
4.8644744359251515
4.574627301492576
3.3201660511746844
1.7166570138723198
1.439212194619989
1.3030978461648015
0.26871803861088495
-0.578944309817901
-1.1168252546718396
-0.0046363289538184915
0.4558480015673405
1.4169893597247016
1.3435036714962818
2.3206139180040974
1.1364832336155493
0.3618777895890952
-1.0812574787752016
-1.2478291934378811
0.21334949068748887
1.7694924880199876
1.5181054997849426
-0.11260879430082404
-1.490098206742493
-1.772561111874417
-1.8595059033400574
-0.37056152104220175
1.7924027446063135
3.4597257822488334
2.6047809540396116
1.4364127206379997
-0.8086403203092036
-0.8946070591889956
-0.8859191122936849
-1.8817001961700868
-1.5837041300700543
-1.4219361944916216
-0.8954068359533274
-1.9890210274359639
-2.4860001178707254
-3.514418557554295
-1.7486203570134293
-1.6650870071585118
-0.9560058498897455
-1.4373032064399336
-0.6152066337312725
-0.9210374206963508
-1.537687087531772
-0.6811134072365572
-0.6965746198794953
0.03207723113071914
-0.6786852683056921
-0.5763517559245264
-0.8591160759857459
-0.5436294612926105
-1.244698525705295
-0.0936114018044103
0.6624813358166595
0.37255184239926464
1.4503061467277636
0.6194270944991596
-0.8233796186741564
-0.7879650156077025
-1.2872072175344993
-1.6736386391034754
-0.19004560892606648
0.5235795912415036
-0.5173561967748146
-0.5438558260728295
0.05857384404085764
-1.1394131706987212
-2.0075058970382065
-2.1321842969495215
