residual_MLP
1.5062351
1.1169825
0.549737
-0.4507408
-0.86318684
-1.4473991
-0.42743015
0.89466476
1.9487238
-0.33192062
-1.4588165
-0.100209236
0.12471199
0.46048737
0.319911
0.039331436
-0.9430914
-0.49663544
-0.565444
-0.3068037
1.2224851
-0.20315075
0.32221222
0.07720947
0.31323338
0.97391605
0.15572262
-1.0590048
-0.33633518
1.2248211
0.31948185
-0.2984829
-0.18791294
-1.286109
-0.8739424
-0.5179577
1.5799937
1.5465546
1.2189264
1.2035427
0.17955875
1.7297249
1.4434977
1.3233671
-0.9467592
-0.23695469
0.37568474
-0.8103657
-0.8429003
0.2245102
0.57540226
-0.46947193
-0.9399977
-1.239295
0.4987774
0.34201717
-0.32955647
-1.1492467
-0.13992405
-1.2155166
-1.1835513
-1.4830933
0.24961662
1.6630001
0.8618412
-0.11306858
-1.056097
-1.4909534
0.34406233
0.56169367
0.6873765
0.7324562
0.6705475
-0.1986723
-0.59040546
-1.5199265
-0.15927792
0.07975626
-1.4334717
-0.52677345
-0.16539717
0.39720964
-0.52859163
-1.1991248
-1.6698732
0.4996643
0.003894806
-0.21832418
-1.0124149
0.17465496
0.55127144
0.10806894
0.45675325
-0.50720215
0.6406398
-0.84289694
-0.68190193
0.249681
0.04383087
-0.6388135
0.47339344
-2.336502e-05
-0.45437336
1.1785188
-0.8655782
-1.5372396
-0.19067764
-0.80062723
-0.72028255
0.24449682
0.09471464
-1.7036057
-1.1028032
-0.029687881
-1.2715092
-0.6239219
-0.87004995
