residual_RNN
1.3340864
0.8550577
0.3482895
-0.9020624
-1.0600586
-1.3466082
-0.22966385
0.7945318
1.7959633
-0.49608994
-1.3342028
0.3438797
0.28065777
0.70503044
0.37555027
-0.12521267
-0.8725395
-0.26354694
-0.689538
-0.21087742
1.4056892
-0.37490273
0.458786
0.20036602
0.19169426
0.9799185
-0.14653587
-1.2305517
-0.21250916
1.238739
0.22896194
-0.24394035
-0.23118496
-1.3174906
-0.65192795
-0.36725187
1.5511847
1.7377672
1.088213
0.8671055
-0.596447
1.1179562
0.87733364
1.0325327
-0.997736
-0.510479
0.16786766
-0.75900936
-0.8476591
-0.093268394
0.2837696
-0.65616703
-0.9636612
-1.3614178
0.9520025
0.5919242
-0.33291054
-0.9587598
0.05252552
-1.0119796
-0.8890519
-1.0140057
0.5755677
2.0948043
0.7561264
-0.3706007
-1.3645897
-1.3302555
1.2072353
1.0954266
0.74163723
0.7201748
0.55123234
-0.48204803
-0.8468046
-1.4473805
0.67053604
0.4970727
-1.5733962
-0.34903574
0.0049967766
0.83822393
-0.1065321
-0.95980215
-1.0616789
1.3528829
0.2047224
-0.27331352
-0.82962084
0.28882456
0.7758136
0.045096397
0.51786995
-0.63070107
0.78562164
-0.89360094
-0.57218933
0.5625658
0.10949278
-0.34804153
0.68737364
0.106944084
-0.352036
1.469871
-1.1811376
-1.3685927
0.33573484
-0.8095846
-0.30179405
0.6898794
0.023861885
-1.3654194
-0.37240887
0.39062357
-0.6361551
0.23835135
-0.65977716
